|Company|Product|TypeName|Inches|Ram|OS|Weight|Price_euros|Screen|ScreenW|ScreenH|Touchscreen|IPSpanel|RetinaDisplay|CPU_company|CPU_freq|CPU_model|PrimaryStorage|SecondaryStorage|PrimaryStorageType|SecondaryStorageType|GPU_company|GPU_model
133|Acer|Aspire A515-51G-37JS|Notebook|15.6|4|Windows 10|2.2|572.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i3 7130U|256|0|SSD|No|Nvidia|GeForce MX130
134|HP|15-BS078nr (i7-7500U/8GB/1TB/W10)|Notebook|15.6|8|Windows 10|2.05|598.0|Standard|1366|768|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|Intel|HD Graphics 620
135|HP|Probook 440|Notebook|14.0|8|Windows 10|1.63|988.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
136|Lenovo|V110-15IAP (N3350/4GB/1TB/No|Notebook|15.6|4|No OS|1.9|252.36|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|1024|0|HDD|No|Intel|HD Graphics 500
137|Asus|FX753VD-GC086T (i5-7300HQ/8GB/1TB|Gaming|17.3|8|Windows 10|3.0|938.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
138|Lenovo|IdeaPad 320-15IKBN|Notebook|15.6|4|No OS|2.2|499.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Nvidia|GeForce 920MX
139|HP|Envy 13-AD007nv|Notebook|13.3|4|Windows 10|1.32|699.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
140|Acer|Aspire 5|Notebook|17.3|4|Windows 10|3.0|655.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i3 7130U|1024|0|HDD|No|Nvidia|GeForce MX130
141|Lenovo|ThinkPad E480|Notebook|14.0|8|Windows 10|1.75|1116.02|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|AMD|Radeon RX 550
142|Lenovo|Legion Y520-15IKBN|Gaming|15.6|8|No OS|2.4|869.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050M
143|Toshiba|Satellite Pro|Notebook|15.6|4|Windows 10|2.1|602.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
144|HP|255 G6|Notebook|15.6|4|Windows 10|1.86|369.0|Standard|1366|768|No|No|No|AMD|2.5|A6-Series 9220|256|0|SSD|No|AMD|Radeon R4 Graphics
145|Asus|ZenBook UX430UA|Ultrabook|14.0|8|Windows 10|1.25|1099.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
146|HP|EliteBook Folio|Ultrabook|12.5|8|Windows 10|0.97|2014.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.2|Core M 6Y75|512|0|SSD|No|Intel|HD Graphics 515
147|Asus|X541NA (N3350/4GB/1TB/FHD/W10)|Notebook|15.6|4|Windows 10|2.0|344.0|Full HD|1920|1080|No|No|No|Intel|1.1|Celeron Dual Core N3350|1024|0|HDD|No|Intel|HD Graphics 500
148|MSI|GE72MVR 7RG|Gaming|17.3|16|Windows 10|2.9|2029.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
149|Acer|Aspire A315-51|Notebook|15.6|4|Windows 10|2.1|447.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|Intel|HD Graphics 520
150|Dell|Inspiron 5577|Gaming|15.6|16|Windows 10|2.56|1249.26|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1050
151|Dell|Inspiron 7567|Gaming|15.6|8|Windows 10|2.62|899.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|1024|0|Hybrid|No|Nvidia|GeForce GTX 1050
152|Lenovo|V110-15IKB (i5-7200U/4GB/128GB/W10)|Notebook|15.6|4|Windows 10|1.9|498.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|128|0|SSD|No|Intel|HD Graphics 620
153|MSI|GE73VR 7RE|Gaming|17.3|16|Windows 10|2.8|1890.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
154|HP|EliteBook 840|Ultrabook|14.0|4|Windows 10|1.48|1082.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i5 7500U|256|0|SSD|No|Intel|HD Graphics 620
155|HP|15-BS103nv (i5-8250U/6GB/256GB/Radeon|Notebook|15.6|6|Windows 10|1.91|619.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|AMD|Radeon 520
156|Lenovo|Yoga 520-14IKB|2 in 1 Convertible|14.0|4|Windows 10|1.74|629.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.4|Core i3 7100U|256|0|SSD|No|Intel|HD Graphics 620
157|Asus|ZenBook Flip|2 in 1 Convertible|13.3|8|Windows 10|1.1|1315.0|Full HD|1920|1080|Yes|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|HD Graphics 620
158|Dell|Inspiron 5579|2 in 1 Convertible|15.6|8|Windows 10|1.56|1049.0|Full HD|1920|1080|Yes|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
159|Toshiba|Satellite Pro|Notebook|15.6|4|Windows 10|2.1|447.0|Standard|1366|768|No|No|No|Intel|2.2|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
160|Asus|X555BP-XX180T (A9-9420/4GB/1TB/Radeon|Notebook|15.6|4|Windows 10|2.03|403.0|Standard|1366|768|No|No|No|AMD|3.0|A9-Series 9420|1024|0|HDD|No|AMD|Radeon R5 M420
161|Acer|Aspire A517-51G|Notebook|17.3|4|Windows 10|3.0|805.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Nvidia|GeForce MX150
162|Dell|Inspiron 3576|Notebook|15.6|8|Windows 10|2.13|728.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|AMD|Radeon 520
163|Lenovo|Legion Y520-15IKBN|Gaming|15.6|16|Windows 10|2.5|1079.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050 Ti
164|Acer|Aspire A315-31|Notebook|15.6|4|Windows 10|2.1|348.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|1024|0|HDD|No|Intel|HD Graphics 500
165|MSI|GE63VR 7RE|Gaming|15.6|16|Windows 10|2.4|1799.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
166|Acer|Aspire 3|Notebook|15.6|4|Windows 10|2.1|363.51|Standard|1366|768|No|No|No|Intel|1.1|Pentium Quad Core N4200|1024|0|HDD|No|Intel|HD Graphics 505
167|Dell|Inspiron 5577|Gaming|15.6|8|Windows 10|2.56|1060.49|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
168|Acer|Aspire A517-51G|Notebook|17.3|8|Windows 10|3.0|854.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Nvidia|GeForce MX150
169|HP|ProBook 430|Notebook|13.3|4|Windows 10|1.49|754.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|500|0|HDD|No|Intel|UHD Graphics 620
170|Huawei|MateBook X|Ultrabook|13.0|8|Windows 10|1.05|1349.0|Full HD|2160|1440|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
171|HP|17-bs001nv (i5-7200U/6GB/2TB/Radeon|Notebook|17.3|6|Windows 10|2.71|699.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|2048|0|HDD|No|AMD|Radeon 520
172|Lenovo|IdeaPad 320-15AST|Notebook|15.6|4|No OS|2.2|309.0|Standard|1366|768|No|No|No|AMD|2.9|A6-Series 9220|500|0|HDD|No|AMD|Radeon R4 Graphics
173|Toshiba|Satellite Pro|Notebook|15.6|4|Windows 10|2.0|489.0|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|500|0|HDD|No|Intel|HD Graphics 620
174|HP|ProBook 470|Notebook|17.3|8|Windows 10|2.5|923.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Nvidia|GeForce 930MX
175|Dell|Inspiron 3567|Notebook|15.6|8|Windows 10|2.3|459.0|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|1024|0|HDD|No|Intel|HD Graphics 620
176|Acer|Aspire A315-51|Notebook|15.6|4|Windows 10|2.1|449.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
177|MSI|GT80S 6QF-074US|Gaming|18.4|32|Windows 10|4.4|2799.0|Full HD|1920|1080|No|No|No|Intel|2.9|Core i7 6920HQ|512|1024|SSD|HDD|Nvidia|GTX 980 SLI
178|Lenovo|V310-15IKB (i5-7200U/8GB/1TB|Notebook|15.6|8|Windows 10|1.9|813.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|128|1024|SSD|HDD|AMD|R17M-M1-70
179|HP|Spectre x360|2 in 1 Convertible|13.3|8|Windows 10|1.29|1499.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
180|Dell|Inspiron 5570|Notebook|15.6|16|Linux|2.02|1049.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|2048|SSD|HDD|AMD|Radeon 530
181|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.23|1399.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
182|Lenovo|Yoga 920-13IKB|2 in 1 Convertible|13.9|16|Windows 10|1.4|1849.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Intel|UHD Graphics 620
183|Toshiba|Satellite Pro|Notebook|15.6|8|Windows 10|2.0|793.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|128|0|SSD|No|Intel|HD Graphics 620
184|Xiaomi|Mi Notebook|Notebook|15.6|8|No OS|1.95|1199.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Nvidia|GeForce MX150
185|Dell|Inspiron 7773|Notebook|17.3|16|Windows 10|2.77|1549.0|Full HD|1920|1080|Yes|No|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Nvidia|GeForce 150MX
186|Dell|XPS 15|Notebook|15.6|16|Windows 10|2.06|2397.0|4K Ultra HD|3840|2160|Yes|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1050
187|Lenovo|Legion Y520-15IKBN|Gaming|15.6|8|No OS|2.4|779.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7300HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050
188|Acer|Swift 7|Ultrabook|13.3|8|Windows 10|1.12|989.0|Full HD|1920|1080|No|Yes|No|Intel|1.2|Core i5 7Y54|256|0|SSD|No|Intel|HD Graphics 615
189|Dell|Inspiron 5770|Notebook|17.3|8|Windows 10|2.8|1085.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|128|1024|SSD|HDD|AMD|Radeon 530
190|Lenovo|Thinkpad Yoga|2 in 1 Convertible|14.0|16|Windows 10|1.42|2824.0|Standard|2560|1440|Yes|No|No|Intel|2.7|Core i7 7500U|1024|0|SSD|No|Intel|HD Graphics 620
191|Vero|K147 (N3350/4GB/32GB/FHD/W10)|Notebook|14.0|4|Windows 10|1.3|260.0|Full HD|1920|1080|No|Yes|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
192|Xiaomi|Mi Notebook|Ultrabook|13.3|8|No OS|1.3|999.9|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce MX150
193|Lenovo|IdeaPad 320-17IKBR|Notebook|17.3|8|No OS|2.8|698.0|Standard|1600|900|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Nvidia|GeForce MX150
194|Dell|Inspiron 5379|2 in 1 Convertible|13.3|8|Windows 10|1.62|839.0|Full HD|1920|1080|Yes|Yes|No|Intel|1.8|Core i7 8550U|1024|0|HDD|No|Intel|UHD Graphics 620
195|HP|ProBook 470|Notebook|17.3|8|Windows 10|2.5|914.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|Nvidia|GeForce 930MX
196|Razer|Blade Pro|Gaming|17.3|32|Windows 10|3.49|6099.0|4K Ultra HD|3840|2160|Yes|No|No|Intel|2.9|Core i7 7820HK|1024|0|SSD|No|Nvidia|GeForce GTX 1080
197|HP|ProBook 430|Notebook|13.3|8|Windows 10|1.49|959.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|512|0|SSD|No|Intel|UHD Graphics 620
198|HP|Omen 17-W295|Gaming|17.3|16|Windows 10|3.35|1379.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050
199|HP|Probook 470|Notebook|17.3|8|Windows 10|2.5|1045.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Nvidia|GeForce 930MX 
200|Dell|Inspiron 7577|Gaming|15.6|16|Windows 10|2.65|1845.0|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.8|Core i7 7700HQ|512|1024|SSD|HDD|Nvidia|GeForce GTX 1060
201|Lenovo|V110-15ISK (i5-6200U/4GB/128GB/W10)|Notebook|15.6|4|Windows 10|2.1|493.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|128|0|SSD|No|Intel|HD Graphics 520
202|Acer|Aspire E5-576G|Notebook|15.6|8|Windows 10|2.23|742.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|Nvidia|GeForce 940MX
203|Lenovo|Legion Y720-15IKB|Gaming|15.6|16|Windows 10|3.2|1749.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|512|1024|SSD|HDD|Nvidia|GeForce GTX 1060
204|Dell|Precision 7520|Workstation|15.6|16|Windows 10|2.8|3055.0|4K Ultra HD|3840|2160|No|No|No|Intel|3.0|Xeon E3-1505M V6|256|1024|SSD|HDD|Nvidia|Quadro M1200
205|Lenovo|Legion Y520-15IKBN|Gaming|15.6|16|No OS|2.4|1398.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1060
206|Dell|Inspiron 3567|Notebook|15.6|6|Windows 10|2.3|439.0|Standard|1366|768|Yes|No|No|Intel|2.4|Core i3 7100U|1024|0|HDD|No|Intel|HD Graphics 620
207|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.21|1949.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
208|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.2|1449.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
209|Lenovo|IdeaPad 320-15IKBN|Notebook|15.6|8|Windows 10|2.2|597.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
210|Acer|Aspire 7|Notebook|15.6|8|Linux|2.4|779.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1050
211|Asus|ROG GL703VD-GC028T|Gaming|17.3|16|Windows 10|2.9|1407.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050
212|HP|15-bs018nq (i3-6006U/4GB/500GB/FHD/No|Notebook|15.6|4|No OS|2.1|349.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
213|Lenovo|IdeaPad 320-15IKBN|Notebook|15.6|8|No OS|2.2|549.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
214|Huawei|MateBook X|Ultrabook|13.0|8|Windows 10|1.05|1499.0|Full HD|2160|1440|No|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
215|Dell|Inspiron 5370|Ultrabook|13.3|8|Windows 10|1.4|931.88|Full HD|1920|1080|No|Yes|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|AMD|Radeon 530
216|Lenovo|IdeaPad 320-17IKB|Notebook|17.3|8|No OS|2.8|589.0|Standard|1600|900|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Nvidia|GeForce GTX 940MX
217|HP|Probook 440|Notebook|14.0|8|Windows 10|1.63|1031.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Nvidia|GeForce 930MX
218|Dell|Latitude 5490|Ultrabook|14.0|8|Windows 10|1.6|1149.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
219|Dell|Inspiron 5379|2 in 1 Convertible|13.3|16|Windows 10|1.62|1279.0|Full HD|1920|1080|Yes|No|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Intel|UHD Graphics 620
220|Dell|Inspiron 3576|Notebook|15.6|8|Linux|2.2|677.35|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|AMD|Radeon 520
221|Lenovo|Yoga 520-14IKB|2 in 1 Convertible|14.0|8|Windows 10|1.74|899.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
222|Toshiba|Portege Z30-C-16L|Ultrabook|13.3|8|Windows 10|1.2|1363.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
223|HP|ProBook 450|Notebook|15.6|8|Windows 10|2.1|794.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|Intel|UHD Graphics 620
224|Dell|Alienware 17|Gaming|17.3|16|Windows 10|4.42|2456.34|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
225|Acer|Aspire E5-576G|Notebook|15.6|8|Windows 10|2.2|832.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Nvidia|GeForce 940MX
226|Dell|Inspiron 5567|Notebook|15.6|16|Windows 10|2.3|859.01|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|AMD|Radeon R7 M445
227|Asus|Vivobook X541UV-DM1217T|Notebook|15.6|8|Windows 10|2.0|769.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce 920MX 
228|Asus|K756UX-T4340T (i5-7200U/8GB/500GB|Notebook|17.3|8|Windows 10|2.69|891.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|500|SSD|HDD|Nvidia|GeForce GTX 950M
229|HP|ZBook 15u|Notebook|15.6|8|Windows 10|1.9|1269.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|AMD|FirePro W4190M 
230|Asus|Pro P2540UA-XO0198T|Notebook|15.6|4|Windows 10|2.37|398.99|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|1024|0|HDD|No|Intel|HD Graphics 620
231|HP|15-rb013nv (E2-9000e/4GB/500GB/W10)|Notebook|15.6|4|Windows 10|2.1|330.0|Standard|1366|768|No|No|No|AMD|1.5|E-Series 9000e|500|0|HDD|No|AMD|Radeon R2
232|Lenovo|Legion Y720-15IKB|Gaming|15.6|16|Windows 10|3.2|1499.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
233|Dell|Vostro 5468|Notebook|14.0|8|Windows 10|1.6|859.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
234|Acer|Aspire R7|2 in 1 Convertible|13.3|8|Windows 10|1.6|689.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
235|Dell|Inspiron 5567|Notebook|15.6|16|Linux|2.36|899.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|AMD|Radeon R7 M445
236|Acer|Aspire A315-51|Notebook|15.6|4|Linux|2.1|390.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|Intel|HD Graphics 520
237|Asus|X555QG-DM242T (A10-9620P/4GB/1TB|Notebook|15.6|4|Windows 10|2.2|575.0|Full HD|1920|1080|No|No|No|AMD|2.5|A10-Series A10-9620P|128|1024|SSD|HDD|AMD|Radeon R5 M430
238|Asus|ROG G703VI-E5062T|Gaming|17.3|32|Windows 10|4.7|3890.0|Full HD|1920|1080|No|No|No|Intel|2.9|Core i7 7820HK|512|1024|SSD|HDD|Nvidia|GeForce GTX 1080
239|Acer|Nitro AN515-51|Gaming|15.6|8|Windows 10|2.5|846.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7300HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050
240|Lenovo|IdeaPad 320-15ISK|Notebook|15.6|8|Windows 10|2.2|589.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
241|Asus|VivoBook Pro|Notebook|17.3|8|Windows 10|2.1|1145.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|128|1024|SSD|HDD|Nvidia|GeForce 150MX
242|Asus|F756UX-T4201D (i7-7500U/8GB/128GB|Notebook|17.3|8|No OS|2.69|889.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|128|1024|SSD|HDD|Nvidia|GeForce GTX 950M
243|Dell|Inspiron 5577|Gaming|15.6|8|Windows 10|2.56|879.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050
244|Lenovo|Yoga 910-13IKB|2 in 1 Convertible|13.9|8|Windows 10|1.38|1079.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
245|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.2|985.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|128|2048|SSD|HDD|AMD|Radeon 530
246|HP|15-bs015dx (i5-7200U/8GB/1TB/W10)|Notebook|15.6|8|Windows 10|2.04|559.0|Standard|1366|768|Yes|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
247|Asus|Rog G701VIK-BA060T|Gaming|17.3|16|Windows 10|3.6|2999.0|Full HD|1920|1080|No|No|No|Intel|2.9|Core i7 7820HK|256|0|SSD|No|Nvidia|GeForce GTX 1080
248|HP|ProBook 430|Notebook|13.3|4|Windows 10|1.49|675.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|500|0|HDD|No|Intel|UHD Graphics 620
249|Apple|MacBook Pro|Ultrabook|13.3|8|macOS|1.37|2040.0|Standard|2560|1600|No|Yes|Yes|Intel|3.1|Core i5|512|0|SSD|No|Intel|Iris Plus Graphics 650
250|Dell|Inspiron 5579|2 in 1 Convertible|15.6|8|Windows 10|2.08|819.0|Full HD|1920|1080|Yes|Yes|No|Intel|1.8|Core i7 8550U|1024|0|HDD|No|Intel|UHD Graphics 620
251|Asus|ROG G752VSK-GC493T|Gaming|17.3|16|Windows 10|4.3|1799.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 980M
252|Asus|X505BP-BR019T (A9-9420/4GB/1TB/Radeon|Notebook|15.6|4|Windows 10|1.68|469.0|Standard|1366|768|No|No|No|AMD|3.0|A9-Series 9420|1024|0|HDD|No|AMD|Radeon R5 M420
253|Lenovo|Yoga 920-13IKB|2 in 1 Convertible|13.9|8|Windows 10|1.37|1849.0|Full HD|1920|1080|Yes|Yes|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Intel|UHD Graphics 620
254|Acer|Aspire 5|Notebook|17.3|4|Windows 10|3.0|702.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i3 7130U|256|0|SSD|No|Nvidia|GeForce MX130
255|Dell|Vostro 5370|Ultrabook|13.3|8|Windows 10|1.41|949.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
256|HP|15-BW094nd (A6-9220/8GB/128GB/W10)|Notebook|15.6|8|Windows 10|1.91|445.9|Standard|1366|768|No|No|No|AMD|2.5|A6-Series A6-9220|128|0|SSD|No|AMD|Radeon R4 Graphics
257|HP|Envy 17-U275cl|Notebook|17.3|16|Windows 10|2.9|1059.0|Full HD|1920|1080|No|Yes|No|Intel|1.8|Core i7 8550U|1024|0|HDD|No|Nvidia|GeForce MX150
258|MSI|GT73EVR 7RE|Gaming|17.3|16|Windows 10|4.14|2499.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|1024|SSD|HDD|Nvidia|GeForce GTX 1070
259|Lenovo|Yoga 720-15IKB|2 in 1 Convertible|15.6|8|Windows 10|2.0|1699.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1050M
260|Dell|Inspiron 5770|Notebook|17.3|8|Windows 10|2.8|1142.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|128|1024|SSD|HDD|AMD|Radeon 530
261|Lenovo|IdeaPad 320-15ISK|Notebook|15.6|4|No OS|2.2|444.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|256|0|SSD|No|Intel|HD Graphics 520
262|HP|ProBook 450|Notebook|15.6|4|Windows 10|2.1|722.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|500|0|HDD|No|Intel|HD Graphics 620
263|Dell|Vostro 3568|Notebook|15.6|4|Windows 10|2.18|657.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
264|Dell|Inspiron 3567|Notebook|15.6|8|Windows 10|2.24|565.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|AMD|Radeon R5 M430
